alias,BirAHeh2Ssh1_+CHX_7minBiotin_input,BirAHeh2Ssh1_+CHX_7minBiotin_pulldown,BirAHeh2Ssh1_+CHX_7minBiotin_replicate_input,BirAHeh2Ssh1_+CHX_7minBiotin_replicate_pulldown,BirA_+CHX_2minBiotin_input,BirA_+CHX_2minBiotin_pulldown,BirAmVenusSsh1_+CHX_2minBiotin_input,BirAmVenusSsh1_+CHX_2minBiotin_pulldown,BirAmVenusUbc6_+CHX_2minBiotin_input,BirAmVenusUbc6_+CHX_2minBiotin_pulldown,BirAmVenusUbc6_+CHX_7minBiotin_input,BirAmVenusUbc6_+CHX_7minBiotin_pulldown,BirAmVenusUbc6_sec66delta__+CHX_2minBiotin_input,BirAmVenusUbc6_sec66delta__+CHX_2minBiotin_pulldown,sec63mVenusBirA_+CHX_7minBiotin_input,sec63mVenusBirA_+CHX_7minBiotin_pulldown,sec63mVenusBirA_+CHX_7minBiotin_replicate_input,sec63mVenusBirA_+CHX_7minBiotin_replicate_pulldown,sec63mVenusBirA_-CHX_1minBiotin_input,sec63mVenusBirA_-CHX_1minBiotin_pulldown,sec63mVenusBirA_-CHX_3minBiotin_input,sec63mVenusBirA_-CHX_3minBiotin_pulldown,sec63mVenusBirA_-CHX_5minBiotin_input,sec63mVenusBirA_-CHX_5minBiotin_pulldown,sec63mVenusBirA_-CHX_7minBiotin_input,sec63mVenusBirA_-CHX_7minBiotin_pulldown,sec63mVenusBirA_sec65-1_25C_+CHX_2minBiotin_input,sec63mVenusBirA_sec65-1_25C_+CHX_2minBiotin_pulldown,sec63mVenusBirA_sec65-1_30min37C_+CHX_2minBiotin_input,sec63mVenusBirA_sec65-1_30min37C_+CHX_2minBiotin_pulldown,systematic_name,description,short_description
POP8,48.4987104806,19.0246633074,33.9742687542,21.5622080008,48.7495467869,47.7858134402,64.8983539146,42.7453997818,56.4410954628,28.8004798401,56.7282559911,34.9853971264,37.0593185672,19.4212750072,54.746677373,42.1925502235,46.9773778512,39.0006865881,32.2768268992,37.4858905451,41.8522025536,37.3319501697,45.2608754294,41.3225205389,48.5770892238,46.221283913,44.9030382494,22.991423906,21.9331764545,14.3507959293,YBL018C,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia",Subunit of both RNase MRP and nuclear RN...
YBL029C-A,34.9720191404,11.2051128628,51.653277178,22.6012788934,23.0946912977,27.6257575396,28.7473035106,15.7687832404,29.7548735471,13.1856620241,33.3352502286,18.9590315625,49.8885638376,20.2888921038,42.867357373,35.5476541591,36.2400415614,33.4881440573,20.1075211454,24.2795211338,21.9993352504,30.8514377327,26.2771761731,29.3136436616,25.408929304,23.3919775499,29.5096652404,16.4121234356,73.0146605121,48.7278174098,YBL029C-A,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica,Protein of unknown function; green fluor...
ERD2,146.819389524,463.880949926,189.816568861,584.745258863,120.711726069,106.2238905,149.909259397,368.677268113,103.242436741,408.050274591,134.182325253,368.078239586,184.23377457,435.718008408,146.558193272,475.091692419,149.661253999,445.935763914,135.734943661,304.174984121,147.457771294,190.974458965,130.50341679,164.406809115,131.34076154,144.783922965,114.635802599,477.293548371,193.221839656,642.295512436,YBL040C,HDEL receptor; an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum; has a role in maintenance of normal levels of ER-resident proteins,HDEL receptor; an integral membrane prot...
TOD6,11.9327216133,5.53968039992,10.283773954,4.34040732702,15.3671474476,15.5429643396,15.0838514211,8.53911127045,16.1968223776,6.93970065225,20.843370072,8.93785177691,6.31959335267,2.34521056691,19.1131045354,10.3541536445,17.4115456984,12.4038521003,10.9398849913,8.35265126252,12.1688751948,11.3432046583,23.7155152675,21.203519796,16.3104590896,16.7395355438,15.5272014715,7.8815027005,3.71482763179,2.47398031115,YBL054W,"PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; TOD6 has a paralog, DOT6, that arose from the whole genome duplication",PAC motif binding protein involved in rR...
UBP13,19.3569833172,6.44832092834,24.6237737785,11.9568047095,17.4514423553,17.0242320168,20.2796875348,14.3176772601,17.6043149808,13.2527143465,19.3607185514,14.814194915,20.6001139973,16.3222175946,18.9844267371,22.7195249034,21.3221188824,25.3386345341,14.8273363858,12.3312121703,16.3188639266,14.5134039175,16.1054112039,15.2233006047,17.0788644148,14.980867156,22.0907043148,14.7901972063,21.9498387815,16.1500429612,YBL067C,"Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog, UBP9, that arose from the whole genome duplication",Ubiquitin-specific protease that cleaves...
YBL081W,30.5957730246,8.88118147292,26.582800984,10.8222022569,29.6588453697,27.1178022022,24.5630980528,13.0796948943,24.8614562617,8.62786165248,29.5792470201,12.735179396,17.1977428788,7.85973911765,29.2785077115,18.8095439214,26.9763774,19.0357988398,21.6419046222,19.7701105961,21.7682955221,19.2190069491,27.1677713538,26.4961276905,22.4179208674,25.3553292975,30.8355467065,12.2972168352,23.9487159513,12.9445775862,YBL081W,Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport,Non-essential protein of unknown functio...
ROX3,54.411743933,19.5075386179,70.5309058011,29.7581156303,49.0553407594,53.5457831648,48.8465114525,32.6355449233,48.5147646036,19.8805871973,54.2536790633,26.805704457,65.1444041215,27.343301427,52.5686763457,36.5664967644,53.7581618432,41.2728457032,39.2199499808,36.8723071764,43.3548512115,40.1689860412,47.4189726158,41.0362876585,38.7866923603,43.1645118041,61.2685617855,31.7624754741,71.7991474907,47.4924099361,YBL093C,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme,Subunit of the RNA polymerase II mediato...
MIX23,37.9095305979,11.6365644288,53.2063860177,30.7651705992,27.5913007742,27.2740173045,30.1737405026,22.7179743841,24.874113945,12.698116616,30.3350373555,21.8563398672,43.6619486082,20.2594751223,31.8494510539,24.9081688509,25.4279211766,22.1134229499,18.0914539008,17.5536546221,16.896005639,17.1965690823,15.7915358152,17.5442173873,16.5060285974,16.8164609308,25.2307978341,11.8590440465,56.1594781044,37.2395212913,YBL107C,Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C),Mitochondrial intermembrane space protei...
DSF2,12.936332092,2.82887958129,17.1075955935,7.43907124659,9.50165592133,8.75752461157,10.8082084654,6.60099542805,9.06308836225,4.00826195863,11.120645794,5.76598919894,13.5783635727,6.26988128386,12.9166717149,7.61146402242,12.40419012,7.93734511918,10.3058265582,7.30348823149,9.41053600455,7.30552897333,9.55251608088,9.7768876865,8.70740947314,9.47292246148,11.7073109543,5.52783276885,22.5603046454,12.9090745947,YBR007C,Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress,Deletion suppressor of mpt5 mutation; re...
GAL1,0.0,0.0566239097523,0.100293897031,0.0,0.101886799285,0.0485963236978,0.0137048683105,0.109178270608,0.0903822861279,0.0,0.0493480596595,0.0233159984477,0.0537437050737,0.0,0.0906039780183,0.0402444278203,0.0444503401657,0.0238656231986,0.0,0.0,0.0,0.0267961090622,0.030558152867,0.0257014040582,0.0,0.0,0.0,0.0186185132244,0.164541672803,0.178907022092,YBR020W,"Galactokinase; phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p; GAL1 has a paralog, GAL3, that arose from the whole genome duplication",Galactokinase; phosphorylates alpha-D-ga...
HMT1,70.8083872024,26.827309034,52.4111095328,20.8251720782,83.3533733725,78.4756793526,92.7720611025,61.2426824201,100.455951902,45.7542837158,104.802893016,41.9548572936,50.9994675049,28.3680396843,94.8686042883,70.7530869271,93.5810169774,61.1863626554,85.5127627782,70.2251462258,95.5549948235,80.8598498794,113.634362457,100.671202867,106.084682915,94.2216357432,103.940438705,57.1832292309,27.7229559032,16.509009067,YBR034C,"Nuclear SAM-dependent mono- and asymmetric methyltransferase; modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; methylates U1 snRNP protein Snp1p and ribosomal protein Rps2p; interacts genetically with genes encoding components of Rpd3(L) and this interaction is important for Rpd3 recruitment to the subtelomeric region.",Nuclear SAM-dependent mono- and asymmetr...
ZTA1,48.9877185289,12.3057152585,84.8335617478,33.6953306033,38.4933967282,43.5218284494,44.4210932184,30.5761614045,28.3334521177,15.4998874467,31.9045992655,16.1430311075,66.7022166512,29.3768783847,34.9664117812,22.4714565107,38.5834504848,25.7645271929,39.2234710302,32.7016883499,35.3048057344,33.8411624974,30.3253181534,29.7565039851,32.5966131997,32.3339171894,45.2503873068,24.4445620208,139.894138888,79.0230739148,YBR046C,NADPH-dependent quinone reductase; GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin,NADPH-dependent quinone reductase; GFP-t...
UBP14,34.305201016,8.49168031143,35.695690263,12.341787469,33.4226362782,32.8959100448,35.8677571601,23.2823048133,32.0743466741,14.1764940785,33.7799194641,11.4244237067,41.8215420943,19.8955899744,36.0195217543,16.0895230127,33.9262248158,16.0314606464,35.7424335983,21.385020119,35.4146771707,27.7407117029,34.5919500678,30.0532370448,33.9953950688,31.0320158785,32.7158811765,15.131652815,38.0812061689,18.3111868518,YBR058C,"Ubiquitin-specific protease; specifically disassembles unanchored ubiquitin chains; involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T",Ubiquitin-specific protease; specificall...
ALG14,23.5917315863,88.4844777932,34.5538191655,96.0416524656,18.5390433332,22.8309266911,25.2640462132,68.6346398734,18.4003270842,75.599112854,21.0312889258,69.5842059827,23.4456913384,57.6330485684,20.472433469,63.4289589128,23.6476379558,71.9719882374,16.6944281275,38.8844026154,15.6332272476,28.4152124214,17.1593822628,22.7119683106,15.9625813384,18.4203262127,16.3210878769,60.4800919193,35.2566864406,95.8591852248,YBR070C,Component of UDP-GlcNAc transferase; required for the second step of dolichyl-linked oligosaccharide synthesis; anchors the catalytic subunit Alg13p to the ER membrane; similar to bacterial and human glycosyltransferases,Component of UDP-GlcNAc transferase; req...
UBC4,664.690536917,196.234430257,710.199891373,278.947354998,686.468780443,598.417813016,639.828401955,404.185307494,619.34004738,280.544527266,537.432219528,260.095673834,823.042216004,398.211648049,591.414472215,387.611108419,561.610484313,381.934039042,650.850375651,592.537470267,680.562903789,556.965461574,655.893207058,650.763148151,577.472321367,618.273555372,697.034878529,325.650971136,1373.65626652,712.799660167,YBR082C,"Ubiquitin-conjugating enzyme (E2); key E2 partner with Ubc1p for the anaphase-promoting complex (APC); mediates degradation of abnormal or excess proteins, including calmodulin and histone H3; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response; UBC4 has a paralog, UBC5, that arose from the whole genome duplication",Ubiquitin-conjugating enzyme (E2); key E...
PHO3,222.924768033,1498.91565281,138.845664828,648.96603086,276.819321901,254.220556727,245.554537628,802.385192804,277.240581464,1673.0592401,277.81050799,1480.82330739,151.027658451,287.7225927,254.638559856,955.610961304,259.072127441,974.442701772,225.362734679,666.723764442,279.836835618,496.899870284,260.391157135,395.814345058,231.932614327,311.367262758,174.44048499,999.508957098,99.1622709634,433.734462304,YBR092C,"Constitutively expressed acid phosphatase similar to Pho5p; brought to the cell surface by transport vesicles; hydrolyzes thiamin phosphates in the periplasmic space, increasing cellular thiamin uptake; expression is repressed by thiamin",Constitutively expressed acid phosphatas...
PHO88,1010.49611004,4128.44499386,803.175411511,2729.50855883,882.711173175,818.151396051,1044.79044791,2666.40492516,866.147686269,3446.79445101,788.488451746,3092.11197931,761.053564322,2446.76139707,808.929071278,3272.2675349,822.0066838,3205.39234219,760.079106482,1640.84301338,774.2501113,1231.17641293,807.821724534,1073.67157757,807.565266762,976.087005196,934.959480321,3874.01589576,473.035520684,1487.83368439,YBR106W,Probable membrane protein; involved in phosphate transport; role in the maturation of secretory proteins; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations,Probable membrane protein; involved in p...
MUD1,21.8847021699,4.27231826894,28.45195109,14.3678783238,16.2472108237,16.7728847685,18.3267626524,8.78842750112,16.7583475744,6.80007050588,20.6170586555,11.6781620928,24.1574740561,10.2913103994,22.1447333165,15.5700026658,20.4083084328,13.9265352227,16.3874623945,13.8264425476,15.2243677099,15.0128467336,14.9621093925,15.0184156667,17.2791681467,16.2876276389,16.8280104017,7.68146415194,25.2111380104,14.7336598502,YBR119W,U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing,U1 snRNP A protein; homolog of human U1-...
CCZ1,7.95184705908,3.29505983985,10.6590215227,5.44440135829,6.09692265062,6.06246552565,7.13071347779,5.75415991234,6.05017604961,5.39443305616,8.07068800469,7.73290232736,7.93106210924,5.64407875827,7.56403992816,8.84719536702,7.25615956156,8.39627267773,5.75011609777,4.89680552166,6.26477876062,5.03466649846,6.57832843115,4.78988350915,6.66866947731,5.01400821418,7.39556557032,5.0560950701,14.4077170845,11.0233709841,YBR131W,Protein involved in vacuolar assembly; essential for autophagy and the cytoplasm-to-vacuole pathway,Protein involved in vacuolar assembly; e...
ADH5,21.5753515831,6.55153748137,92.7716157592,39.7042900367,18.2389267427,18.2826948994,21.2223143409,13.2337514511,18.4814437412,10.7365677314,20.3251034545,10.0273864133,42.7849646776,23.8433000923,27.5264368789,16.3119997024,28.3480839539,18.8429445548,30.9357664293,20.4822822567,28.8152061861,25.0370417192,28.3742261621,25.5852225653,29.0973929853,29.0412477008,46.4704214434,21.9214747384,31.2908217581,18.2524704119,YBR145W,"Alcohol dehydrogenase isoenzyme V; involved in ethanol production; ADH5 has a paralog, ADH1, that arose from the whole genome duplication",Alcohol dehydrogenase isoenzyme V; invol...
ICS2,35.2907917758,10.7638015996,71.9932379107,32.8708358999,16.3630949822,17.2410827637,20.8896042425,13.4170103795,14.1723689676,5.00316545275,27.7530812028,13.9910621709,25.3288793977,10.2956156665,24.8823221409,18.4379886465,18.2856024847,15.5961607988,19.7524175702,18.6676724,12.3886374846,12.9573715327,13.3845323175,13.9139815012,13.3541147798,15.0167680117,15.650385229,6.3608580195,59.7376766523,39.6196426192,YBR157C,"Protein of unknown function; null mutation does not confer any obvious defects in growth, spore germination, viability, or carbohydrate utilization",Protein of unknown function; null mutati...
PEX32,8.51552496747,17.4911900249,14.7305405078,27.7991682063,7.20512771875,6.37278944284,8.01959090936,14.5809617266,7.48023603195,18.6410525246,8.19706872751,15.6684833456,10.2741306065,18.6125957762,10.4293682279,22.892815601,8.36281039097,16.9002330211,5.6107205377,16.8707374682,6.1576625121,12.6502873594,6.09111558099,9.07764320289,5.9895026382,7.70968021125,8.29946926707,22.5276547685,13.7030739882,22.2726693916,YBR168W,Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p,Peroxisomal integral membrane protein; i...
SMP1,4.21419159387,1.42736656939,6.78115828391,2.38795941514,3.31963131908,3.47502396655,3.29959249836,1.86151158495,3.48725875501,1.8608471507,4.72196336193,2.32699438517,6.41438725296,2.87044001679,5.10388608779,2.48442900518,4.94848129501,3.19216781993,2.62576232647,2.35244592198,3.72329430951,2.8397397773,4.08733312375,2.27418025178,2.55566796655,2.49982002037,4.34725539428,1.83901729678,11.3239899019,7.45507459834,YBR182C,"Putative transcription factor of the MADS-box family; involved in regulating the response to osmotic stress; SMP1 has a paralog, RLM1, that arose from the whole genome duplication",Putative transcription factor of the MAD...
AIM4,19.8709555049,4.27848226589,31.8242321191,13.5918638669,14.1381807483,16.3504395631,19.5774715623,10.406340625,18.9415131749,8.2781132965,20.0506730148,11.6674284879,26.2040079665,10.4934122043,21.2484464053,16.9255108915,20.6588766422,14.6643920585,11.0530973088,11.3294774855,12.5715377843,8.86285685683,11.4141192069,11.0656723241,11.3179113485,12.5723216517,15.2154430382,7.21984568367,32.68473354,20.3537432462,YBR194W,"Protein proposed to be associated with the nuclear pore complex; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress",Protein proposed to be associated with t...
MCM7,36.7355998538,10.0651899127,38.9384845154,13.8908737986,34.4226327758,31.79246506,35.321415737,25.1260628854,34.2662586102,13.8825946444,37.5442348259,13.7506399331,32.5186765016,16.1394062972,32.8756733078,17.3511407031,34.0620160253,17.5630123962,34.3090727875,18.2909391064,33.0525372298,27.2619536357,35.4387950841,29.7079182874,35.4066889021,31.3879160009,31.670614351,14.949358601,22.4626532819,11.6701168299,YBR202W,Component of the Mcm2-7 hexameric helicase complex; MCM2-7 primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex,Component of the Mcm2-7 hexameric helica...
YBP1,22.3333466685,8.71340394778,30.3277981856,14.4525211163,18.7324819122,18.1924497474,23.0384214234,16.97075432,19.655126695,13.39441673,22.6792265535,13.2024704664,28.955782662,16.4370371198,22.8735974217,27.7847512317,23.6744735198,24.7646234205,21.0509312522,12.9285102449,20.6261716611,16.3929443661,17.9586139905,13.3637880579,19.808657864,15.4723500138,19.0101765272,12.3848840576,32.4806018952,18.8473417409,YBR216C,"Protein involved in cellular response to oxidative stress; required for oxidation of specific cysteine residues of transcription factor Yap1p, resulting in nuclear localization of Yap1p in response to stress; YBP1 has a paralog, YBP2, that arose from the whole genome duplication",Protein involved in cellular response to...
ROT2,41.0792993581,259.519933399,40.561840687,234.453990785,41.4888280292,36.6375542692,43.9548754404,147.432159047,39.4031947623,313.259704219,42.2588453482,253.711564438,29.9583833769,115.123289769,44.2706721512,163.374211063,42.7792043446,136.222416241,38.9040515295,265.588691484,43.036056065,157.31752835,42.0561126176,100.168587583,40.37234211,80.7197420137,41.1109757575,242.348302212,39.9101522498,160.82469295,YBR229C,"Glucosidase II catalytic subunit; required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations, and are synthetically lethal with rot1 mutations",Glucosidase II catalytic subunit; requir...
THI2,1.89165190901,1.15767027649,3.11929173191,2.93350988119,1.50130854762,1.23522067866,1.89320734657,2.10286456435,1.24855200517,2.52471325697,1.4724723438,2.89881060498,2.19756954914,2.62394258067,1.50193738102,3.17998521094,1.12983812701,2.82208349305,1.03530911461,0.735948452753,0.689514003726,0.829169023927,0.742955977558,0.653277930258,1.04957283699,1.31766367597,1.47028803332,1.85182869024,5.75826383974,4.92311561964,YBR240C,"Transcriptional activator of thiamine biosynthetic genes; interacts with regulatory factor Thi3p to control expression of thiamine biosynthetic genes with respect to thiamine availability; acts together with Pdc2p to respond to thiaminediphosphate demand, possibly as related to carbon source availability; zinc finger protein of the Zn(II)2Cys6 type",Transcriptional activator of thiamine bi...
DUT1,170.762171562,60.2056949942,182.665503469,76.2581173469,160.328692866,176.855972592,147.172698609,85.892638911,166.562439358,70.894664231,172.715863368,99.743602846,136.038498032,63.6052910249,163.364053769,114.485259532,153.892993098,129.29110624,141.355665944,124.159540889,128.468868398,124.898651123,146.691624261,149.979663866,137.015660733,158.294475679,141.043091376,66.3374794471,116.148034318,75.1399288963,YBR252W,"deoxyuridine triphosphate diphosphatase (dUTPase); catalyzes hydrolysis of dUTP to dUMP and PPi, thereby preventing incorporation of uracil into DNA during replication; critical for the maintenance of genetic stability; also has diphosphatase activity on deoxyinosine triphosphate",deoxyuridine triphosphate diphosphatase ...
