alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
SPC3,2.83262242286,2.01597208411,2.85629395697,2.20280847073,2.85826299205,2.14366088144,2.86478791725,2.21712608434,2.01652469565,2.16127997594,2.45347783369,2.19545123274,2.44624062157,2.43807451744,"Subunit of signal peptidase complex; complex catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC22/23; other members of the complex are Spc1p, Spc2p, and Sec11p",Subunit of signal peptidase complex; complex catalyzes cleavage of N-termin...
BUD20,1.385970464,1.80240380383,1.45892928674,1.72275531654,1.30263044847,1.59885933223,1.45302316748,1.67578179124,1.60893675962,2.28171042485,1.82608971072,1.80650540677,2.6478108068,2.34471250053,"C2H2-type zinc finger protein required for ribosome assembly; shuttling factor which associates with pre-60S particles in the nucleus, accompanying them to the cytoplasm; cytoplasmic dissociation of Bud20p requires Drg1p; N-terminus harbors a nuclear localization signal (NLS) and a nuclear export signal (NES); cytoplasmic Bud20p is reimported by Kap123-dependent pathway; involved in bud-site selection; diploid mutants display a random budding pattern; similar to human ZNF593",C2H2-type zinc finger protein required for ribosome assembly; shuttling fac...
EMP70,3.03915114426,2.1341451617,2.89811923032,1.9718535827,2.70766083157,1.77023540219,2.52700321984,1.66951694868,1.99019575692,2.0201153598,2.48214335283,2.03863085826,1.8493670508,1.78069991633,"Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog, TMN2, that arose from the whole genome duplication",Protein with a role in cellular adhesion and filamentous growth; also endos...
GEP5,-1.5,1.25461427586,0.677753095753,0.927181304854,0.798306614276,0.733226309576,0.905233639503,0.870427961378,1.8144748983,0.637010883864,1.65851142446,1.19176908916,1.61251798831,1.52296825448,Protein of unknown function; required for mitochondrial genome maintenance; detected in highly purified mitochondria in high-throughput studies; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine,Protein of unknown function; required for mitochondrial genome maintenance;...
ICT1,1.08976357626,1.12598567438,0.777603822797,1.14700734897,1.18630780881,1.4050253532,1.38635185802,1.66012931346,1.94675906929,1.20735228673,1.72945517789,1.28498923731,1.63844096804,1.31035952408,"Lysophosphatidic acid acyltransferase; responsible for enhanced phospholipid synthesis during organic solvent stress; null displays increased sensitivity to Calcofluor white; highly expressed during organic solvent stress; ICT1 has a paralog, ECM18, that arose from the whole genome duplication",Lysophosphatidic acid acyltransferase; responsible for enhanced phospholipi...
REX3,0.777848437313,1.16625305355,0.804507240401,1.21779225214,1.26085286085,1.26434897051,1.26304453556,1.63141139304,1.22266348255,1.19646714344,1.28491447367,1.4202321297,1.65604436256,1.58578111964,RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases,RNA exonuclease; required for maturation of the RNA component of RNase MRP;...
CLF1,0.547273065364,1.21188409354,0.678020466088,0.999451336609,0.804968207173,1.01888204316,0.769227728831,1.19095677464,0.815996851545,1.41304980284,1.32318441401,1.18965675775,1.73783891203,1.5302974793,"Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins",Member of the NineTeen Complex (NTC); this complex contains Prp19p and stab...
DCN1,0.778386263366,1.08760963355,0.933363543713,1.12910689385,0.990323914613,1.15434588066,1.22758470834,1.39150398098,0.922171312938,1.15124747894,-1.5,1.52991442518,1.46469666238,1.47027392225,Scaffold-type E3 ligase; required for cullin neddylation and ubiquitin ligase activation; contains a ubiquitin-binding domain (UBA) for ubiquitin and Nedd8 (Rub1p) interaction and a PONY domain involved in cullin binding and neddylation,Scaffold-type E3 ligase; required for cullin neddylation and ubiquitin liga...
TIS11,0.753293683359,0.965607040537,1.15561610041,0.971388748571,0.950508077787,1.30534455971,1.50352212399,1.30059411648,1.37419998765,1.25109363554,1.43645097877,-1.5,1.94273876945,2.04281724286,"mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; TIS11 has a paralog, CTH1, that arose from the whole genome duplication",mRNA-binding protein expressed during iron starvation; binds to a sequence ...
RMP1,1.20597248161,0.515195851797,1.0699039872,0.822007555495,1.36403475208,1.49895786384,1.47907966753,1.47530822314,1.52584879024,1.57883369718,-1.5,0.878319397375,1.73584630956,1.5536732278,"Subunit of RNase MRP; RNase MRP processes pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; unlike most subunits, not shared between RNase MRP and nuclear RNase P",Subunit of RNase MRP; RNase MRP processes pre-rRNA and has a role in cell c...
YLR152C,1.52689730599,0.836120676178,1.07302860567,0.218653093816,0.914926216296,0.575891193524,0.896914504915,0.509926308677,0.989441118189,0.343456020794,1.56452891629,-1.5,0.52657143574,0.500820920472,Putative protein of unknown function; YLR152C is not an essential gene,Putative protein of unknown function; YLR152C is not an essential gene
YLR156C-A,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,"Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; partially overlaps RND5-3; YLR156C-A has a paralog, YLR159C-A, that arose from a segmental duplication",Putative protein of unknown function; identified by fungal homology compari...
ASP3-4,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,"Cell-wall L-asparaginase II involved in asparagine catabolism; expression induced during nitrogen starvation; ORF contains a short non-coding RNA that enhances expression of full-length gene; likely arose in via horizontal gene transfer from the wine yeast Wickerhamomyces anomalus or a close relative; reference strain S288C has four copies of ASP3; ASP3-4 has a paralog, ASP3-2, that arose from a segmental duplication",Cell-wall L-asparaginase II involved in asparagine catabolism; expression i...
RPS31,3.33804881648,3.8237869411,3.56529622667,3.82081364696,3.53926260234,3.78340890813,3.21993126908,3.4788514373,3.51447227868,3.82130810359,3.41580420879,3.78214449102,3.94844541396,3.72539968145,"Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B; homologous to mammalian ribosomal protein S27A, no bacterial homolog",Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiqui...
YLR177W,0.711208895294,1.09961351153,0.850765816775,1.22250861866,0.908423289722,1.22375123036,1.23419355442,1.41577373021,1.25293395354,0.7830401152,1.3943661907,1.16170706144,0.392124262418,0.95711070838,"Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog, PSP1, that arose from the whole genome duplication",Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitr...
EMG1,1.50570800692,2.00805597546,1.52964395168,1.89573837142,1.49094440576,1.86824465124,1.27173071474,1.75980378189,1.7634364088,2.08268920515,1.1219185127,1.68320490101,2.4047648422,2.22927701381,"Methyltransferase for rRNA; catalyzes methylation of the pseudouridine residue 1191 of 18S rRNA; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independently of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and the equivalent mutation in yeast affects Emg1p dimerization and localization but not its methyltransferase activity",Methyltransferase for rRNA; catalyzes methylation of the pseudouridine resi...
YLR194C,3.23143962078,2.56277730525,3.00777057782,2.18276789419,3.45939140879,2.58654447897,3.78558771548,2.84399993334,2.36206322429,2.37114264553,2.7780846493,2.44877959611,2.94134482018,2.70004545492,Structural constituent of the cell wall; attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress,Structural constituent of the cell wall; attached to the plasma membrane by...
QRI5,1.33890682364,2.13479676645,1.73354241202,2.03412314357,1.97681320716,1.94420321194,2.0131591581,2.14001502361,2.1195139708,2.05855552543,1.84597285999,1.91434372639,2.08986005737,2.13775984811,Mitochondrial inner membrane protein; required for accumulation of spliced COX1 mRNA; may have an additional role in translation of COX1 mRNA,Mitochondrial inner membrane protein; required for accumulation of spliced ...
TUB4,0.931217411302,1.46575006321,1.03705746044,1.38339568255,1.00845648865,1.19096186039,1.09518012779,1.2896051529,1.33027496598,1.2741154035,1.27442664502,1.4608968235,1.48136449816,1.36877056648,Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body; protein abundance increases in response to DNA replication stress,Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmi...
RSA3,1.26365587122,1.68008921105,1.18656523677,1.70111088564,1.15683475984,1.58751781992,1.08767052601,1.66828880077,1.74986360161,1.90758385907,1.70377511794,1.31621402869,2.3372681916,2.12453444874,Protein with a likely role in ribosomal maturation; required for accumulation of wild-type levels of large (60S) ribosomal subunits; binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus,Protein with a likely role in ribosomal maturation; required for accumulati...
CDC42,1.62607518046,2.42945314466,2.01681572495,2.37014006793,1.96941761056,2.25096712482,2.00563769729,2.26679729874,2.30133914707,2.35432405401,2.24228568624,2.33184585171,2.55311967324,2.43100235264,Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; mutants have defects in the organization of actin and septins,Small rho-like GTPase; essential for establishment and maintenance of cell ...
YLR241W,2.17226428674,1.35654892032,1.99870622937,1.33628882649,1.79948450241,1.34827986203,1.79366431388,1.55483882481,1.15768684422,1.53289104589,1.65814102402,1.28830870174,1.46197302785,1.51233607547,Putative protein of unknown function; may be involved in detoxification,Putative protein of unknown function; may be involved in detoxification
YEF3,2.7782697703,3.49324249615,2.98264910782,3.47415183902,2.81175921547,3.27645261159,2.33112436648,2.71011826674,3.19505609193,3.48726735612,2.95486766314,3.35677393415,3.15832300666,3.05525970406,"Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, HEF3, that arose from the whole genome duplication",Gamma subunit of translational elongation factor eEF1B; stimulates the bind...
HSP60,2.2252594803,2.95197547741,2.71989615867,3.15909712992,3.00654808752,3.43754737677,2.94453878458,3.42832328104,3.44486741873,2.97589207453,3.69991618852,3.49007240632,2.28356375624,2.95228086839,Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated,Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding...
PDR8,0.538511784456,0.671643895587,0.507178640567,1.01417115155,0.641304966279,0.791625654645,0.722677887035,0.975538243015,0.983326829693,0.957130490587,1.10356976779,1.48192547251,1.39309893651,1.45691807109,"Transcription factor; targets include ATP-binding cassette (ABC) transporters, major facilitator superfamily transporters, and other genes involved in the pleiotropic drug resistance (PDR) phenomenon; PDR8 has a paralog, YRR1, that arose from the whole genome duplication",Transcription factor; targets include ATP-binding cassette (ABC) transporte...
SMD2,1.56468586688,1.62209726407,1.36035254091,1.74386286606,1.45786475551,1.83898903614,1.59955388699,1.99071694114,1.70847091645,1.7614558234,1.70377511794,1.91827402002,2.51975908327,2.42397070139,"Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D2","Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p,..."
YLR285C-A,-1.5,1.37123387788,-1.5,1.23088755023,0.495796908554,-1.5,0.954906451892,0.744009514711,-1.5,-1.5,-1.5,1.43332742779,1.23777589649,1.12770449553,Putative protein of unknown function; identified by fungal homology and RT-PCR,Putative protein of unknown function; identified by fungal homology and RT-...
SEC72,1.70073248474,2.28870945588,1.78651273995,2.0664302712,1.91746901887,2.13409357376,1.95744925447,2.26859507678,1.71957879771,1.93226454752,1.60573852977,1.89595814579,2.44155821334,2.3726030301,"Non-essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec63p, Sec62p, and Sec66p","Non-essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and L..."
MET17,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,O-acetyl homoserine-O-acetyl serine sulfhydrylase; required for Methionine and cysteine biosynthesis,O-acetyl homoserine-O-acetyl serine sulfhydrylase; required for Methionine ...
CDC25,0.404954654833,1.18546973608,0.557907248613,1.11240543118,0.798735894026,0.92161355609,0.706090564347,0.998643820608,0.995897735747,1.30069461568,1.6579872582,0.457512812308,0.943202518388,1.04977867335,Membrane bound guanine nucleotide exchange factor; indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1; a membrane bound guanine nucleotide exchange factor is also known as a GEF or GDP-release factor,Membrane bound guanine nucleotide exchange factor; indirectly regulates ade...
BUD6,0.855680370229,1.35322945589,1.10496275718,1.13176738242,1.08385522035,1.12518465661,1.04545035033,1.21197175467,0.756427371115,1.20735228673,1.05276156827,1.1880792243,1.28809479296,1.24821161733,Actin- and formin-interacting protein; participates in actin cable assembly and organization as a nucleation-promoting factor (NPF) for formins Bni1p and Bnr1p; a triple helical coiled-coil domain in the C-terminal region interacts with Bni1p; involved in polarized cell growth; isolated as bipolar budding mutant; potential Cdc28p substrate,Actin- and formin-interacting protein; participates in actin cable assembly...
NMA1,1.20705416208,1.77155003736,1.29676471091,1.65923243332,1.00256839896,1.52502183239,1.21389345859,1.51914188403,0.74877922032,1.80176412726,0.744083421807,1.27734108651,1.66612077958,1.53145383085,"Nicotinic acid mononucleotide adenylyltransferase; catalyzes the transfer of the adenylyl moiety of ATP to nicotinamide mononucleotide to form NAD; involved in pathways of NAD biosynthesis, including the de novo, NAD(+) salvage, and nicotinamide riboside salvage pathways; homolog of human NMNAT; NMA1 has a paralog, NMA2, that arose from the whole genome duplication",Nicotinic acid mononucleotide adenylyltransferase; catalyzes the transfer o...
RPP0,3.11967173602,3.69122029118,3.51738932436,3.65093643954,3.71674607162,3.61414207042,3.37517259214,3.29103698777,3.38216512103,3.68234138675,3.35822317873,3.78807594735,3.44100410372,3.32938167433,Conserved ribosomal protein P0 of the ribosomal stalk; involved in interaction between translational elongation factors and the ribosome; phosphorylated on serine 302; homologous to mammalian ribosomal protein LP0 and bacterial L10,Conserved ribosomal protein P0 of the ribosomal stalk; involved in interact...
KAP95,1.33383323227,2.02326784417,1.61022196501,2.08149892372,1.70167873737,2.16646305269,1.64121809106,2.19767582723,1.89404169621,2.07736037164,1.96245299603,2.00238715902,1.81513690444,1.9967043988,Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p,Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleop...
ATG33,1.7887335806,1.80267928401,2.026245749,1.83073738675,2.287975203,1.93007016024,2.63992789815,2.12201060162,2.76926459582,1.50838228239,2.4760074422,1.66520047902,2.09117141882,2.22204968284,"Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi, but not in higher eukaryotes; ATG33 has a paralog, SCM4, that arose from the whole genome duplication",Mitochondrial mitophagy-specific protein; required primarily for mitophagy ...
NMD4,1.41375009411,1.43417792505,1.35023226685,1.58510175578,1.7184417986,1.66566920569,2.02739581698,1.84688150879,-1.5,0.765422010613,1.48589255554,1.14408895686,2.23745703122,2.11558386285,"Protein that may be involved in nonsense-mediated mRNA decay; interacts with Nam7p, relocalizes from nucleus to cytoplasmic foci upon DNA replication stress",Protein that may be involved in nonsense-mediated mRNA decay; interacts wit...
SUR4,3.37661040555,2.49276041855,3.07149747869,2.44729443716,2.76949919944,2.31902849973,2.42693468759,2.14001502361,2.54245827989,2.51544941579,2.93813098369,2.3995712154,2.58486539558,2.52800466965,Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis,Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes...
NAM2,0.256801024571,0.867054390422,0.635642345772,1.01896413413,0.49676739942,0.856493535354,0.617058386206,0.977552620585,2.19646609149,1.10678349486,1.63892832432,-1.5,0.636686396032,0.722909640207,Mitochondrial leucyl-tRNA synthetase; also has a direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance,Mitochondrial leucyl-tRNA synthetase; also has a direct role in splicing of...
ECM19,1.76098051203,1.72341639599,1.45128135711,1.74940149011,1.52720537281,1.68503566295,1.60811896567,1.91524827097,1.47879682933,1.83281173193,0.996979776093,1.83126743646,1.88613590747,1.98157645985,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","Putative protein of unknown function; the authentic, non-tagged protein is ..."
SKI2,0.876711246847,1.47224135588,1.10151144973,1.528461873,1.21898266659,1.50724345856,1.16947312076,1.63949702663,1.08744308605,1.47142121203,1.41374050658,1.4521481496,1.69724336604,1.6560157652,"Ski complex component and putative RNA helicase; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog, SKIV2L, causes Syndromic diarrhea/Trichohepatoenteric (SD/THE) syndrome",Ski complex component and putative RNA helicase; mediates 3'-5' RNA degrada...
YLR407W,1.77962262208,1.6065850979,1.19778732384,1.42732070422,1.24777792458,1.20685815846,1.31519640852,1.39750412949,0.692958750276,1.44491366155,1.76744419781,1.42564059912,2.26851051347,2.04577163849,Putative protein of unknown function; null mutant displays elongated buds and a large fraction of budded cells have only one nucleus,Putative protein of unknown function; null mutant displays elongated buds a...
PUN1,3.15646967978,2.30692117961,2.88970373218,2.05604947682,3.23463772964,2.38674580052,3.32056522835,2.66256338128,2.2107214454,2.0988961037,2.63056342406,1.90768774198,2.77229421942,2.62367595873,Plasma membrane protein with a role in cell wall integrity; co-localizes with Sur7p in punctate membrane patches; null mutant displays decreased thermotolerance; transcription induced upon cell wall damage and metal ion stress,Plasma membrane protein with a role in cell wall integrity; co-localizes wi...
ATG17,0.588002488394,0.499285849908,1.08723491845,1.13709077265,1.10814871993,0.934672729583,1.28707840658,1.10251040812,0.731787537967,0.960863703964,1.20421299417,0.561379399823,0.922130369294,0.808598436214,"Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhibits autophagy in human cells",Scaffold protein responsible for phagophore assembly site organization; reg...
IMD3,1.96675810922,2.63518434039,2.23073020548,2.58526780223,2.16942915944,2.47699648937,1.76515011018,2.08756307322,2.48468025279,2.59489182989,2.16654520063,2.53856072732,2.42823079649,2.27085667687,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD3 has a paralog, IMD4, that arose from the whole genome duplication",Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in th...
SEC39,1.39888499334,1.24649927499,1.50121515592,1.34853743009,1.43076519832,1.37389015121,1.27841697599,1.36308713877,1.24164004725,1.39936030471,1.34167959926,1.28511172905,1.83602140546,1.578088256,Component of the Dsl1p tethering complex; this complex interacts with ER SNAREs Sec20p and Use1p; proposed to be involved in protein secretion; localizes to the ER and nuclear envelope,Component of the Dsl1p tethering complex; this complex interacts with ER SN...
FPR4,1.87012498145,2.44782231334,1.8891777323,2.27115073025,1.79682690422,2.10257122768,1.38856201283,1.98408308443,2.18188339986,2.34944152794,1.68336065312,2.21147867817,2.49339294305,2.26293453326,"Peptidyl-prolyl cis-trans isomerase (PPIase); proline isomerase localized to nucleus; catalyzes isomerization of proline residues in histones H3 and H4, which affects lysine methylation of those histones; FPR4 has a paralog, FPR3, that arose from the whole genome duplication",Peptidyl-prolyl cis-trans isomerase (PPIase); proline isomerase localized t...
NBP1,0.403317864647,0.79172248088,0.974044712085,0.817707575003,1.14673443294,0.647998567299,1.240696481,1.00264729777,1.02422416894,-1.5,-1.5,-1.5,1.17236932047,1.15025308986,"Spindle pole body (SPB) component; required for the insertion of the duplication plaque into the nuclear membrane during SPB duplication; essential for bipolar spindle formation; component of the Mps2p-Bbp1p complex; NBP1 has a paralog, YPR174C, that arose from the whole genome duplication",Spindle pole body (SPB) component; required for the insertion of the duplic...
YPT7,1.7931651954,2.34542661427,1.98095794279,2.3934060021,2.01049787853,2.39073746853,2.01849959952,2.40797607103,1.96327918369,2.43902768303,1.63122445079,2.32585011773,2.29934435755,2.28327408744,"Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion; interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7",Rab family GTPase; GTP-binding protein of the rab family; required for homo...
ERG6,1.86797781809,2.5469469963,2.12599696887,2.5708083968,2.07908745291,2.4291046316,2.02479149279,2.37289175673,2.5432417847,2.54598559551,2.49238280248,2.36174467439,2.42478088935,2.25580668147,"Delta(24)-sterol C-methyltransferase; converts zymosterol to fecosterol in the ergosterol biosynthetic pathway by methylating position C-24; localized to lipid particles, the plasma membrane-associated endoplasmic reticulum, and the mitochondrial outer membrane",Delta(24)-sterol C-methyltransferase; converts zymosterol to fecosterol in ...
PPZ1,1.85233228826,1.15437707382,1.87765411395,1.30332233856,1.97325275072,1.24260223675,2.20011472546,1.4760001882,1.32473085513,1.43986366882,1.68321295903,1.24449934733,1.71988909677,1.61064413655,"Serine/threonine protein phosphatase Z, isoform of Ppz2p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance; PPZ1 has a paralog, PPZ2, that arose from the whole genome duplication","Serine/threonine protein phosphatase Z, isoform of Ppz2p; involved in regul..."
RPS17A,3.10398341268,3.54758052917,3.20676862286,3.46337541658,3.21663692445,3.43135278917,2.94430391654,3.1875332614,3.24776846226,3.50181851289,3.13014283461,3.47611134045,3.42320138392,3.26517031294,"Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17A has a paralog, RPS17B, that arose from the whole genome duplication",Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mamma...
RAD52,0.234087640575,1.18676368725,1.07781576008,1.24055312135,1.20945328539,1.582773173,1.39805035706,1.84448249985,0.678902685811,1.57698563277,1.41456957679,1.58767579372,1.36216103904,1.52509091014,Protein that stimulates strand exchange; stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis and UV induced sister chromatid recombination,Protein that stimulates strand exchange; stimulates strand exchange by faci...
RRN11,0.20210058837,0.414413945549,-0.276390586861,0.529340123008,-0.284931764717,-0.0846976260203,-0.00191348043488,0.588821928617,-1.5,0.875991799604,1.24427982642,0.476507495462,1.20523525023,0.91685113021,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",Component of the core factor (CF) rDNA transcription factor complex; CF is ...
YML053C,1.65995393282,1.93921407963,1.38558274025,1.8230014317,1.50310980414,1.71557839925,1.58983344328,1.82546099323,1.20167899107,2.00799156467,1.0208919335,1.70027763388,1.8664539386,1.72149196089,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; overexpression causes a cell cycle delay or arrest; YML053C is not an essential gene,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
NTE1,2.24435071602,1.38573290258,1.98846912622,1.2751629648,1.49169068874,1.05231549003,1.50060961066,1.17563186446,1.61117273615,1.37018950191,1.93173681292,1.31819259468,1.15361018062,0.954962899033,"Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization, affecting transcriptional regulation of phospholipid biosynthesis genes",Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-m...
ERV41,2.74617215782,1.80332816278,2.57173867401,1.81274415547,2.28290300159,1.69286100046,2.21598900327,1.8129258972,1.93571469796,1.95527584941,2.350913484,1.81106405037,2.01691305986,2.00276575892,Protein localized to COPII-coated vesicles; forms a complex with Erv46p; involved in the membrane fusion stage of transport; has homology to human ERGIC2 (PTX1) protein,Protein localized to COPII-coated vesicles; forms a complex with Erv46p; in...
HMG1,2.4208263794,1.57370254873,2.22781400967,1.35417497503,1.9555440672,1.23093817802,1.93148639532,1.2327849244,1.61911759343,1.5124016575,2.05274096557,1.15867484392,1.4488447391,1.41278758826,"HMG-CoA reductase; catalyzes the conversion of HMG-CoA to mevalonate, which is a rate-limiting step in sterol biosynthesis; one of two isozymes; localizes to the nuclear envelope; overproduction induces the formation of karmellae; forms foci at the nuclear periphery upon DNA replication stress; HMG1 has a paralog, HMG2, that arose from the whole genome duplication","HMG-CoA reductase; catalyzes the conversion of HMG-CoA to mevalonate, which..."
putative cystathionine gamma-synthase,0.873015101287,1.26141971752,0.65776536083,1.04764447272,0.923101932594,1.11341700596,0.692482128331,1.19405766589,1.35259225278,0.990603811754,1.43807308462,1.57339074065,1.60185402073,1.48572151412,"Putative protein predicted to have carbon-sulfur lyase activity; transcriptionally regulated by Upc2p via an upstream sterol response element; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and the cytoplasm; not an essential gene; YML082W has a paralog, STR2, that arose from the whole genome duplication",Putative protein predicted to have carbon-sulfur lyase activity; transcript...
UTP14,0.994741541129,1.60499490698,0.744370624957,1.38704372152,0.781586937661,1.32741611958,0.749334787165,1.05695178986,1.3012538882,1.70642131325,1.04668061647,1.34169911537,1.84377923764,1.53340082391,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit,Subunit of U3-containing Small Subunit (SSU) processome complex; involved i...
YML100W-A,-1.5,-1.5,-1.5,1.00135197195,0.488110079888,-1.5,-1.5,0.259201431326,-1.5,-1.5,-1.5,-1.5,0.230089067826,-1.5,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching","Putative protein of unknown function; identified by gene-trapping, microarr..."
YML108W,-1.5,1.79720261015,1.13982183322,1.6738896218,1.45324455787,1.6405137194,1.61975727308,1.63733966441,1.87480233822,1.92778724516,1.62706849102,1.85929616006,2.38307591575,2.16796767554,Protein of unknown function; structure defines a new subfamily of the split beta-alpha-beta sandwiches; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YML108W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress,Protein of unknown function; structure defines a new subfamily of the split...
